create table Rel-i-i-1000 (left INT, right INT, PRIMARY KEY (left));
insert into Rel-i-i-1000 (left,right) values (4638,1);
insert into Rel-i-i-1000 (left,right) values (4639,1);
insert into Rel-i-i-1000 (left,right) values (4640,1);
insert into Rel-i-i-1000 (left,right) values (4641,1);
insert into Rel-i-i-1000 (left,right) values (4642,1);
insert into Rel-i-i-1000 (left,right) values (4643,1);
insert into Rel-i-i-1000 (left,right) values (4644,1);
insert into Rel-i-i-1000 (left,right) values (4645,1);
insert into Rel-i-i-1000 (left,right) values (4646,1);
insert into Rel-i-i-1000 (left,right) values (4647,1);
insert into Rel-i-i-1000 (left,right) values (4648,1);
insert into Rel-i-i-1000 (left,right) values (4649,1);
insert into Rel-i-i-1000 (left,right) values (4650,1);
insert into Rel-i-i-1000 (left,right) values (4651,1);
insert into Rel-i-i-1000 (left,right) values (4652,1);
insert into Rel-i-i-1000 (left,right) values (4653,1);
insert into Rel-i-i-1000 (left,right) values (4654,1);
insert into Rel-i-i-1000 (left,right) values (4655,1);
insert into Rel-i-i-1000 (left,right) values (4656,1);
insert into Rel-i-i-1000 (left,right) values (4657,1);
insert into Rel-i-i-1000 (left,right) values (4658,1);
insert into Rel-i-i-1000 (left,right) values (4659,1);
insert into Rel-i-i-1000 (left,right) values (4660,1);
insert into Rel-i-i-1000 (left,right) values (4661,1);
insert into Rel-i-i-1000 (left,right) values (4662,1);
insert into Rel-i-i-1000 (left,right) values (4663,1);
insert into Rel-i-i-1000 (left,right) values (4664,1);
insert into Rel-i-i-1000 (left,right) values (4665,1);
insert into Rel-i-i-1000 (left,right) values (4666,1);
insert into Rel-i-i-1000 (left,right) values (4667,1);
insert into Rel-i-i-1000 (left,right) values (4668,1);
insert into Rel-i-i-1000 (left,right) values (4669,1);
insert into Rel-i-i-1000 (left,right) values (4670,1);
insert into Rel-i-i-1000 (left,right) values (4671,1);
insert into Rel-i-i-1000 (left,right) values (4672,1);
insert into Rel-i-i-1000 (left,right) values (4673,1);
insert into Rel-i-i-1000 (left,right) values (4674,1);
insert into Rel-i-i-1000 (left,right) values (4675,1);
insert into Rel-i-i-1000 (left,right) values (4676,1);
insert into Rel-i-i-1000 (left,right) values (4677,1);
insert into Rel-i-i-1000 (left,right) values (4678,1);
insert into Rel-i-i-1000 (left,right) values (4679,1);
insert into Rel-i-i-1000 (left,right) values (4680,1);
insert into Rel-i-i-1000 (left,right) values (4681,1);
insert into Rel-i-i-1000 (left,right) values (4682,1);
insert into Rel-i-i-1000 (left,right) values (4683,1);
insert into Rel-i-i-1000 (left,right) values (4684,1);
insert into Rel-i-i-1000 (left,right) values (4685,1);
insert into Rel-i-i-1000 (left,right) values (4686,1);
insert into Rel-i-i-1000 (left,right) values (4687,1);
insert into Rel-i-i-1000 (left,right) values (4688,1);
insert into Rel-i-i-1000 (left,right) values (4689,1);
insert into Rel-i-i-1000 (left,right) values (4690,1);
insert into Rel-i-i-1000 (left,right) values (4691,1);
insert into Rel-i-i-1000 (left,right) values (4692,1);
insert into Rel-i-i-1000 (left,right) values (4693,1);
insert into Rel-i-i-1000 (left,right) values (4694,1);
insert into Rel-i-i-1000 (left,right) values (4695,1);
insert into Rel-i-i-1000 (left,right) values (4696,1);
insert into Rel-i-i-1000 (left,right) values (4697,1);
insert into Rel-i-i-1000 (left,right) values (4698,1);
insert into Rel-i-i-1000 (left,right) values (4699,1);
insert into Rel-i-i-1000 (left,right) values (4700,1);
insert into Rel-i-i-1000 (left,right) values (4701,1);
insert into Rel-i-i-1000 (left,right) values (4702,1);
insert into Rel-i-i-1000 (left,right) values (4703,1);
insert into Rel-i-i-1000 (left,right) values (4704,1);
insert into Rel-i-i-1000 (left,right) values (4705,1);
insert into Rel-i-i-1000 (left,right) values (4706,1);
insert into Rel-i-i-1000 (left,right) values (4707,1);
insert into Rel-i-i-1000 (left,right) values (4708,1);
insert into Rel-i-i-1000 (left,right) values (4709,1);
insert into Rel-i-i-1000 (left,right) values (4710,1);
insert into Rel-i-i-1000 (left,right) values (4711,1);
insert into Rel-i-i-1000 (left,right) values (4712,1);
insert into Rel-i-i-1000 (left,right) values (4713,1);
insert into Rel-i-i-1000 (left,right) values (4714,1);
insert into Rel-i-i-1000 (left,right) values (4715,1);
insert into Rel-i-i-1000 (left,right) values (4716,1);
insert into Rel-i-i-1000 (left,right) values (4717,1);
insert into Rel-i-i-1000 (left,right) values (4718,1);
insert into Rel-i-i-1000 (left,right) values (4719,1);
insert into Rel-i-i-1000 (left,right) values (4720,1);
insert into Rel-i-i-1000 (left,right) values (4721,1);
insert into Rel-i-i-1000 (left,right) values (4722,1);
insert into Rel-i-i-1000 (left,right) values (4723,1);
insert into Rel-i-i-1000 (left,right) values (4724,1);
insert into Rel-i-i-1000 (left,right) values (4725,1);
insert into Rel-i-i-1000 (left,right) values (4726,1);
insert into Rel-i-i-1000 (left,right) values (4727,1);
insert into Rel-i-i-1000 (left,right) values (4728,1);
insert into Rel-i-i-1000 (left,right) values (4729,1);
insert into Rel-i-i-1000 (left,right) values (4730,1);
insert into Rel-i-i-1000 (left,right) values (4731,1);
insert into Rel-i-i-1000 (left,right) values (4732,1);
insert into Rel-i-i-1000 (left,right) values (4733,1);
insert into Rel-i-i-1000 (left,right) values (4734,1);
insert into Rel-i-i-1000 (left,right) values (4735,1);
insert into Rel-i-i-1000 (left,right) values (4736,1);
insert into Rel-i-i-1000 (left,right) values (4737,1);
insert into Rel-i-i-1000 (left,right) values (4738,1);
insert into Rel-i-i-1000 (left,right) values (4739,1);
insert into Rel-i-i-1000 (left,right) values (4740,1);
insert into Rel-i-i-1000 (left,right) values (4741,1);
insert into Rel-i-i-1000 (left,right) values (4742,1);
insert into Rel-i-i-1000 (left,right) values (4743,1);
insert into Rel-i-i-1000 (left,right) values (4744,1);
insert into Rel-i-i-1000 (left,right) values (4745,1);
insert into Rel-i-i-1000 (left,right) values (4746,1);
insert into Rel-i-i-1000 (left,right) values (4747,1);
insert into Rel-i-i-1000 (left,right) values (4748,1);
insert into Rel-i-i-1000 (left,right) values (4749,1);
insert into Rel-i-i-1000 (left,right) values (4750,1);
insert into Rel-i-i-1000 (left,right) values (4751,1);
insert into Rel-i-i-1000 (left,right) values (4752,1);
insert into Rel-i-i-1000 (left,right) values (4753,1);
insert into Rel-i-i-1000 (left,right) values (4754,1);
insert into Rel-i-i-1000 (left,right) values (4755,1);
insert into Rel-i-i-1000 (left,right) values (4756,1);
insert into Rel-i-i-1000 (left,right) values (4757,1);
insert into Rel-i-i-1000 (left,right) values (4758,1);
insert into Rel-i-i-1000 (left,right) values (4759,1);
insert into Rel-i-i-1000 (left,right) values (4760,1);
insert into Rel-i-i-1000 (left,right) values (4761,1);
insert into Rel-i-i-1000 (left,right) values (4762,1);
insert into Rel-i-i-1000 (left,right) values (4763,1);
insert into Rel-i-i-1000 (left,right) values (4764,1);
insert into Rel-i-i-1000 (left,right) values (4765,1);
insert into Rel-i-i-1000 (left,right) values (4766,1);
insert into Rel-i-i-1000 (left,right) values (4767,1);
insert into Rel-i-i-1000 (left,right) values (4768,1);
insert into Rel-i-i-1000 (left,right) values (4769,1);
insert into Rel-i-i-1000 (left,right) values (4770,1);
insert into Rel-i-i-1000 (left,right) values (4771,1);
insert into Rel-i-i-1000 (left,right) values (4772,1);
insert into Rel-i-i-1000 (left,right) values (4773,1);
insert into Rel-i-i-1000 (left,right) values (4774,1);
insert into Rel-i-i-1000 (left,right) values (4775,1);
insert into Rel-i-i-1000 (left,right) values (4776,1);
insert into Rel-i-i-1000 (left,right) values (4777,1);
insert into Rel-i-i-1000 (left,right) values (4778,1);
insert into Rel-i-i-1000 (left,right) values (4779,1);
insert into Rel-i-i-1000 (left,right) values (4780,1);
insert into Rel-i-i-1000 (left,right) values (4781,1);
insert into Rel-i-i-1000 (left,right) values (4782,1);
insert into Rel-i-i-1000 (left,right) values (4783,1);
insert into Rel-i-i-1000 (left,right) values (4784,1);
insert into Rel-i-i-1000 (left,right) values (4785,1);
insert into Rel-i-i-1000 (left,right) values (4786,1);
insert into Rel-i-i-1000 (left,right) values (4787,1);
insert into Rel-i-i-1000 (left,right) values (4788,1);
insert into Rel-i-i-1000 (left,right) values (4789,1);
insert into Rel-i-i-1000 (left,right) values (4790,1);
insert into Rel-i-i-1000 (left,right) values (4791,1);
insert into Rel-i-i-1000 (left,right) values (4792,1);
insert into Rel-i-i-1000 (left,right) values (4793,1);
insert into Rel-i-i-1000 (left,right) values (4794,1);
insert into Rel-i-i-1000 (left,right) values (4795,1);
insert into Rel-i-i-1000 (left,right) values (4796,1);
insert into Rel-i-i-1000 (left,right) values (4797,1);
insert into Rel-i-i-1000 (left,right) values (4798,1);
insert into Rel-i-i-1000 (left,right) values (4799,1);
insert into Rel-i-i-1000 (left,right) values (4800,1);
insert into Rel-i-i-1000 (left,right) values (4801,1);
insert into Rel-i-i-1000 (left,right) values (4802,1);
insert into Rel-i-i-1000 (left,right) values (4803,1);
insert into Rel-i-i-1000 (left,right) values (4804,1);
insert into Rel-i-i-1000 (left,right) values (4805,1);
insert into Rel-i-i-1000 (left,right) values (4806,1);
insert into Rel-i-i-1000 (left,right) values (4807,1);
insert into Rel-i-i-1000 (left,right) values (4808,1);
insert into Rel-i-i-1000 (left,right) values (4809,1);
insert into Rel-i-i-1000 (left,right) values (4810,1);
insert into Rel-i-i-1000 (left,right) values (4811,1);
insert into Rel-i-i-1000 (left,right) values (4812,1);
insert into Rel-i-i-1000 (left,right) values (4813,1);
insert into Rel-i-i-1000 (left,right) values (4814,1);
insert into Rel-i-i-1000 (left,right) values (4815,1);
insert into Rel-i-i-1000 (left,right) values (4816,1);
insert into Rel-i-i-1000 (left,right) values (4817,1);
insert into Rel-i-i-1000 (left,right) values (4818,1);
insert into Rel-i-i-1000 (left,right) values (4819,1);
insert into Rel-i-i-1000 (left,right) values (4820,1);
insert into Rel-i-i-1000 (left,right) values (4821,1);
insert into Rel-i-i-1000 (left,right) values (4822,1);
insert into Rel-i-i-1000 (left,right) values (4823,1);
insert into Rel-i-i-1000 (left,right) values (4824,1);
insert into Rel-i-i-1000 (left,right) values (4825,1);
insert into Rel-i-i-1000 (left,right) values (4826,1);
insert into Rel-i-i-1000 (left,right) values (4827,1);
insert into Rel-i-i-1000 (left,right) values (4828,1);
insert into Rel-i-i-1000 (left,right) values (4829,1);
insert into Rel-i-i-1000 (left,right) values (4830,1);
insert into Rel-i-i-1000 (left,right) values (4831,1);
insert into Rel-i-i-1000 (left,right) values (4832,1);
insert into Rel-i-i-1000 (left,right) values (4833,1);
insert into Rel-i-i-1000 (left,right) values (4834,1);
insert into Rel-i-i-1000 (left,right) values (4835,1);
insert into Rel-i-i-1000 (left,right) values (4836,1);
insert into Rel-i-i-1000 (left,right) values (4837,1);
insert into Rel-i-i-1000 (left,right) values (4838,1);
insert into Rel-i-i-1000 (left,right) values (4839,1);
insert into Rel-i-i-1000 (left,right) values (4840,1);
insert into Rel-i-i-1000 (left,right) values (4841,1);
insert into Rel-i-i-1000 (left,right) values (4842,1);
insert into Rel-i-i-1000 (left,right) values (4843,1);
insert into Rel-i-i-1000 (left,right) values (4844,1);
insert into Rel-i-i-1000 (left,right) values (4845,1);
insert into Rel-i-i-1000 (left,right) values (4846,1);
insert into Rel-i-i-1000 (left,right) values (4847,1);
insert into Rel-i-i-1000 (left,right) values (4848,1);
insert into Rel-i-i-1000 (left,right) values (4849,1);
insert into Rel-i-i-1000 (left,right) values (4850,1);
insert into Rel-i-i-1000 (left,right) values (4851,1);
insert into Rel-i-i-1000 (left,right) values (4852,1);
insert into Rel-i-i-1000 (left,right) values (4853,1);
insert into Rel-i-i-1000 (left,right) values (4854,1);
insert into Rel-i-i-1000 (left,right) values (4855,1);
insert into Rel-i-i-1000 (left,right) values (4856,1);
insert into Rel-i-i-1000 (left,right) values (4857,1);
insert into Rel-i-i-1000 (left,right) values (4858,1);
insert into Rel-i-i-1000 (left,right) values (4859,1);
insert into Rel-i-i-1000 (left,right) values (4860,1);
insert into Rel-i-i-1000 (left,right) values (4861,1);
insert into Rel-i-i-1000 (left,right) values (4862,1);
insert into Rel-i-i-1000 (left,right) values (4863,1);
insert into Rel-i-i-1000 (left,right) values (4864,1);
insert into Rel-i-i-1000 (left,right) values (4865,1);
insert into Rel-i-i-1000 (left,right) values (4866,1);
insert into Rel-i-i-1000 (left,right) values (4867,1);
insert into Rel-i-i-1000 (left,right) values (4868,1);
insert into Rel-i-i-1000 (left,right) values (4869,1);
insert into Rel-i-i-1000 (left,right) values (4870,1);
insert into Rel-i-i-1000 (left,right) values (4871,1);
insert into Rel-i-i-1000 (left,right) values (4872,1);
insert into Rel-i-i-1000 (left,right) values (4873,1);
insert into Rel-i-i-1000 (left,right) values (4874,1);
insert into Rel-i-i-1000 (left,right) values (4875,1);
insert into Rel-i-i-1000 (left,right) values (4876,1);
insert into Rel-i-i-1000 (left,right) values (4877,1);
insert into Rel-i-i-1000 (left,right) values (4878,1);
insert into Rel-i-i-1000 (left,right) values (4879,1);
insert into Rel-i-i-1000 (left,right) values (4880,1);
insert into Rel-i-i-1000 (left,right) values (4881,1);
insert into Rel-i-i-1000 (left,right) values (4882,1);
insert into Rel-i-i-1000 (left,right) values (4883,1);
insert into Rel-i-i-1000 (left,right) values (4884,1);
insert into Rel-i-i-1000 (left,right) values (4885,1);
insert into Rel-i-i-1000 (left,right) values (4886,1);
insert into Rel-i-i-1000 (left,right) values (4887,1);
insert into Rel-i-i-1000 (left,right) values (4888,1);
insert into Rel-i-i-1000 (left,right) values (4889,1);
insert into Rel-i-i-1000 (left,right) values (4890,1);
insert into Rel-i-i-1000 (left,right) values (4891,1);
insert into Rel-i-i-1000 (left,right) values (4892,1);
insert into Rel-i-i-1000 (left,right) values (4893,1);
insert into Rel-i-i-1000 (left,right) values (4894,1);
insert into Rel-i-i-1000 (left,right) values (4895,1);
insert into Rel-i-i-1000 (left,right) values (4896,1);
insert into Rel-i-i-1000 (left,right) values (4897,1);
insert into Rel-i-i-1000 (left,right) values (4898,1);
insert into Rel-i-i-1000 (left,right) values (4899,1);
insert into Rel-i-i-1000 (left,right) values (4900,1);
insert into Rel-i-i-1000 (left,right) values (4901,1);
insert into Rel-i-i-1000 (left,right) values (4902,1);
insert into Rel-i-i-1000 (left,right) values (4903,1);
insert into Rel-i-i-1000 (left,right) values (4904,1);
insert into Rel-i-i-1000 (left,right) values (4905,1);
insert into Rel-i-i-1000 (left,right) values (4906,1);
insert into Rel-i-i-1000 (left,right) values (4907,1);
insert into Rel-i-i-1000 (left,right) values (4908,1);
insert into Rel-i-i-1000 (left,right) values (4909,1);
insert into Rel-i-i-1000 (left,right) values (4910,1);
insert into Rel-i-i-1000 (left,right) values (4911,1);
insert into Rel-i-i-1000 (left,right) values (4912,1);
insert into Rel-i-i-1000 (left,right) values (4913,1);
insert into Rel-i-i-1000 (left,right) values (4914,1);
insert into Rel-i-i-1000 (left,right) values (4915,1);
insert into Rel-i-i-1000 (left,right) values (4916,1);
insert into Rel-i-i-1000 (left,right) values (4917,1);
insert into Rel-i-i-1000 (left,right) values (4918,1);
insert into Rel-i-i-1000 (left,right) values (4919,1);
insert into Rel-i-i-1000 (left,right) values (4920,1);
insert into Rel-i-i-1000 (left,right) values (4921,1);
insert into Rel-i-i-1000 (left,right) values (4922,1);
insert into Rel-i-i-1000 (left,right) values (4923,1);
insert into Rel-i-i-1000 (left,right) values (4924,1);
insert into Rel-i-i-1000 (left,right) values (4925,1);
insert into Rel-i-i-1000 (left,right) values (4926,1);
insert into Rel-i-i-1000 (left,right) values (4927,1);
insert into Rel-i-i-1000 (left,right) values (4928,1);
insert into Rel-i-i-1000 (left,right) values (4929,1);
insert into Rel-i-i-1000 (left,right) values (4930,1);
insert into Rel-i-i-1000 (left,right) values (4931,1);
insert into Rel-i-i-1000 (left,right) values (4932,1);
insert into Rel-i-i-1000 (left,right) values (4933,1);
insert into Rel-i-i-1000 (left,right) values (4934,1);
insert into Rel-i-i-1000 (left,right) values (4935,1);
insert into Rel-i-i-1000 (left,right) values (4936,1);
insert into Rel-i-i-1000 (left,right) values (4937,1);
insert into Rel-i-i-1000 (left,right) values (4938,1);
insert into Rel-i-i-1000 (left,right) values (4939,1);
insert into Rel-i-i-1000 (left,right) values (4940,1);
insert into Rel-i-i-1000 (left,right) values (4941,1);
insert into Rel-i-i-1000 (left,right) values (4942,1);
insert into Rel-i-i-1000 (left,right) values (4943,1);
insert into Rel-i-i-1000 (left,right) values (4944,1);
insert into Rel-i-i-1000 (left,right) values (4945,1);
insert into Rel-i-i-1000 (left,right) values (4946,1);
insert into Rel-i-i-1000 (left,right) values (4947,1);
insert into Rel-i-i-1000 (left,right) values (4948,1);
insert into Rel-i-i-1000 (left,right) values (4949,1);
insert into Rel-i-i-1000 (left,right) values (4950,1);
insert into Rel-i-i-1000 (left,right) values (4951,1);
insert into Rel-i-i-1000 (left,right) values (4952,1);
insert into Rel-i-i-1000 (left,right) values (4953,1);
insert into Rel-i-i-1000 (left,right) values (4954,1);
insert into Rel-i-i-1000 (left,right) values (4955,1);
insert into Rel-i-i-1000 (left,right) values (4956,1);
insert into Rel-i-i-1000 (left,right) values (4957,1);
insert into Rel-i-i-1000 (left,right) values (4958,1);
insert into Rel-i-i-1000 (left,right) values (4959,1);
insert into Rel-i-i-1000 (left,right) values (4960,1);
insert into Rel-i-i-1000 (left,right) values (4961,1);
insert into Rel-i-i-1000 (left,right) values (4962,1);
insert into Rel-i-i-1000 (left,right) values (4963,1);
insert into Rel-i-i-1000 (left,right) values (4964,1);
insert into Rel-i-i-1000 (left,right) values (4965,1);
insert into Rel-i-i-1000 (left,right) values (4966,1);
insert into Rel-i-i-1000 (left,right) values (4967,1);
insert into Rel-i-i-1000 (left,right) values (4968,1);
insert into Rel-i-i-1000 (left,right) values (4969,1);
insert into Rel-i-i-1000 (left,right) values (4970,1);
insert into Rel-i-i-1000 (left,right) values (4971,1);
insert into Rel-i-i-1000 (left,right) values (4972,1);
insert into Rel-i-i-1000 (left,right) values (4973,1);
insert into Rel-i-i-1000 (left,right) values (4974,1);
insert into Rel-i-i-1000 (left,right) values (4975,1);
insert into Rel-i-i-1000 (left,right) values (4976,1);
insert into Rel-i-i-1000 (left,right) values (4977,1);
insert into Rel-i-i-1000 (left,right) values (4978,1);
insert into Rel-i-i-1000 (left,right) values (4979,1);
insert into Rel-i-i-1000 (left,right) values (4980,1);
insert into Rel-i-i-1000 (left,right) values (4981,1);
insert into Rel-i-i-1000 (left,right) values (4982,1);
insert into Rel-i-i-1000 (left,right) values (4983,1);
insert into Rel-i-i-1000 (left,right) values (4984,1);
insert into Rel-i-i-1000 (left,right) values (4985,1);
insert into Rel-i-i-1000 (left,right) values (4986,1);
insert into Rel-i-i-1000 (left,right) values (4987,1);
insert into Rel-i-i-1000 (left,right) values (4988,1);
insert into Rel-i-i-1000 (left,right) values (4989,1);
insert into Rel-i-i-1000 (left,right) values (4990,1);
insert into Rel-i-i-1000 (left,right) values (4991,1);
insert into Rel-i-i-1000 (left,right) values (4992,1);
insert into Rel-i-i-1000 (left,right) values (4993,1);
insert into Rel-i-i-1000 (left,right) values (4994,1);
insert into Rel-i-i-1000 (left,right) values (4995,1);
insert into Rel-i-i-1000 (left,right) values (4996,1);
insert into Rel-i-i-1000 (left,right) values (4997,1);
insert into Rel-i-i-1000 (left,right) values (4998,1);
insert into Rel-i-i-1000 (left,right) values (4999,1);
insert into Rel-i-i-1000 (left,right) values (5000,1);
insert into Rel-i-i-1000 (left,right) values (5001,1);
insert into Rel-i-i-1000 (left,right) values (5002,1);
insert into Rel-i-i-1000 (left,right) values (5003,1);
insert into Rel-i-i-1000 (left,right) values (5004,1);
insert into Rel-i-i-1000 (left,right) values (5005,1);
insert into Rel-i-i-1000 (left,right) values (5006,1);
insert into Rel-i-i-1000 (left,right) values (5007,1);
insert into Rel-i-i-1000 (left,right) values (5008,1);
insert into Rel-i-i-1000 (left,right) values (5009,1);
insert into Rel-i-i-1000 (left,right) values (5010,1);
insert into Rel-i-i-1000 (left,right) values (5011,1);
insert into Rel-i-i-1000 (left,right) values (5012,1);
insert into Rel-i-i-1000 (left,right) values (5013,1);
insert into Rel-i-i-1000 (left,right) values (5014,1);
insert into Rel-i-i-1000 (left,right) values (5015,1);
insert into Rel-i-i-1000 (left,right) values (5016,1);
insert into Rel-i-i-1000 (left,right) values (5017,1);
insert into Rel-i-i-1000 (left,right) values (5018,1);
insert into Rel-i-i-1000 (left,right) values (5019,1);
insert into Rel-i-i-1000 (left,right) values (5020,1);
insert into Rel-i-i-1000 (left,right) values (5021,1);
insert into Rel-i-i-1000 (left,right) values (5022,1);
insert into Rel-i-i-1000 (left,right) values (5023,1);
insert into Rel-i-i-1000 (left,right) values (5024,1);
insert into Rel-i-i-1000 (left,right) values (5025,1);
insert into Rel-i-i-1000 (left,right) values (5026,1);
insert into Rel-i-i-1000 (left,right) values (5027,1);
insert into Rel-i-i-1000 (left,right) values (5028,1);
insert into Rel-i-i-1000 (left,right) values (5029,1);
insert into Rel-i-i-1000 (left,right) values (5030,1);
insert into Rel-i-i-1000 (left,right) values (5031,1);
insert into Rel-i-i-1000 (left,right) values (5032,1);
insert into Rel-i-i-1000 (left,right) values (5033,1);
insert into Rel-i-i-1000 (left,right) values (5034,1);
insert into Rel-i-i-1000 (left,right) values (5035,1);
insert into Rel-i-i-1000 (left,right) values (5036,1);
insert into Rel-i-i-1000 (left,right) values (5037,1);
insert into Rel-i-i-1000 (left,right) values (5038,1);
insert into Rel-i-i-1000 (left,right) values (5039,1);
insert into Rel-i-i-1000 (left,right) values (5040,1);
insert into Rel-i-i-1000 (left,right) values (5041,1);
insert into Rel-i-i-1000 (left,right) values (5042,1);
insert into Rel-i-i-1000 (left,right) values (5043,1);
insert into Rel-i-i-1000 (left,right) values (5044,1);
insert into Rel-i-i-1000 (left,right) values (5045,1);
insert into Rel-i-i-1000 (left,right) values (5046,1);
insert into Rel-i-i-1000 (left,right) values (5047,1);
insert into Rel-i-i-1000 (left,right) values (5048,1);
insert into Rel-i-i-1000 (left,right) values (5049,1);
insert into Rel-i-i-1000 (left,right) values (5050,1);
insert into Rel-i-i-1000 (left,right) values (5051,1);
insert into Rel-i-i-1000 (left,right) values (5052,1);
insert into Rel-i-i-1000 (left,right) values (5053,1);
insert into Rel-i-i-1000 (left,right) values (5054,1);
insert into Rel-i-i-1000 (left,right) values (5055,1);
insert into Rel-i-i-1000 (left,right) values (5056,1);
insert into Rel-i-i-1000 (left,right) values (5057,1);
insert into Rel-i-i-1000 (left,right) values (5058,1);
insert into Rel-i-i-1000 (left,right) values (5059,1);
insert into Rel-i-i-1000 (left,right) values (5060,1);
insert into Rel-i-i-1000 (left,right) values (5061,1);
insert into Rel-i-i-1000 (left,right) values (5062,1);
insert into Rel-i-i-1000 (left,right) values (5063,1);
insert into Rel-i-i-1000 (left,right) values (5064,1);
insert into Rel-i-i-1000 (left,right) values (5065,1);
insert into Rel-i-i-1000 (left,right) values (5066,1);
insert into Rel-i-i-1000 (left,right) values (5067,1);
insert into Rel-i-i-1000 (left,right) values (5068,1);
insert into Rel-i-i-1000 (left,right) values (5069,1);
insert into Rel-i-i-1000 (left,right) values (5070,1);
insert into Rel-i-i-1000 (left,right) values (5071,1);
insert into Rel-i-i-1000 (left,right) values (5072,1);
insert into Rel-i-i-1000 (left,right) values (5073,1);
insert into Rel-i-i-1000 (left,right) values (5074,1);
insert into Rel-i-i-1000 (left,right) values (5075,1);
insert into Rel-i-i-1000 (left,right) values (5076,1);
insert into Rel-i-i-1000 (left,right) values (5077,1);
insert into Rel-i-i-1000 (left,right) values (5078,1);
insert into Rel-i-i-1000 (left,right) values (5079,1);
insert into Rel-i-i-1000 (left,right) values (5080,1);
insert into Rel-i-i-1000 (left,right) values (5081,1);
insert into Rel-i-i-1000 (left,right) values (5082,1);
insert into Rel-i-i-1000 (left,right) values (5083,1);
insert into Rel-i-i-1000 (left,right) values (5084,1);
insert into Rel-i-i-1000 (left,right) values (5085,1);
insert into Rel-i-i-1000 (left,right) values (5086,1);
insert into Rel-i-i-1000 (left,right) values (5087,1);
insert into Rel-i-i-1000 (left,right) values (5088,1);
insert into Rel-i-i-1000 (left,right) values (5089,1);
insert into Rel-i-i-1000 (left,right) values (5090,1);
insert into Rel-i-i-1000 (left,right) values (5091,1);
insert into Rel-i-i-1000 (left,right) values (5092,1);
insert into Rel-i-i-1000 (left,right) values (5093,1);
insert into Rel-i-i-1000 (left,right) values (5094,1);
insert into Rel-i-i-1000 (left,right) values (5095,1);
insert into Rel-i-i-1000 (left,right) values (5096,1);
insert into Rel-i-i-1000 (left,right) values (5097,1);
insert into Rel-i-i-1000 (left,right) values (5098,1);
insert into Rel-i-i-1000 (left,right) values (5099,1);
insert into Rel-i-i-1000 (left,right) values (5100,1);
insert into Rel-i-i-1000 (left,right) values (5101,1);
insert into Rel-i-i-1000 (left,right) values (5102,1);
insert into Rel-i-i-1000 (left,right) values (5103,1);
insert into Rel-i-i-1000 (left,right) values (5104,1);
insert into Rel-i-i-1000 (left,right) values (5105,1);
insert into Rel-i-i-1000 (left,right) values (5106,1);
insert into Rel-i-i-1000 (left,right) values (5107,1);
insert into Rel-i-i-1000 (left,right) values (5108,1);
insert into Rel-i-i-1000 (left,right) values (5109,1);
insert into Rel-i-i-1000 (left,right) values (5110,1);
insert into Rel-i-i-1000 (left,right) values (5111,1);
insert into Rel-i-i-1000 (left,right) values (5112,1);
insert into Rel-i-i-1000 (left,right) values (5113,1);
insert into Rel-i-i-1000 (left,right) values (5114,1);
insert into Rel-i-i-1000 (left,right) values (5115,1);
insert into Rel-i-i-1000 (left,right) values (5116,1);
insert into Rel-i-i-1000 (left,right) values (5117,1);
insert into Rel-i-i-1000 (left,right) values (5118,1);
insert into Rel-i-i-1000 (left,right) values (5119,1);
insert into Rel-i-i-1000 (left,right) values (5120,1);
insert into Rel-i-i-1000 (left,right) values (5121,1);
insert into Rel-i-i-1000 (left,right) values (5122,1);
insert into Rel-i-i-1000 (left,right) values (5123,1);
insert into Rel-i-i-1000 (left,right) values (5124,1);
insert into Rel-i-i-1000 (left,right) values (5125,1);
insert into Rel-i-i-1000 (left,right) values (5126,1);
insert into Rel-i-i-1000 (left,right) values (5127,1);
insert into Rel-i-i-1000 (left,right) values (5128,1);
insert into Rel-i-i-1000 (left,right) values (5129,1);
insert into Rel-i-i-1000 (left,right) values (5130,1);
insert into Rel-i-i-1000 (left,right) values (5131,1);
insert into Rel-i-i-1000 (left,right) values (5132,1);
insert into Rel-i-i-1000 (left,right) values (5133,1);
insert into Rel-i-i-1000 (left,right) values (5134,1);
insert into Rel-i-i-1000 (left,right) values (5135,1);
insert into Rel-i-i-1000 (left,right) values (5136,1);
insert into Rel-i-i-1000 (left,right) values (5137,1);
insert into Rel-i-i-1000 (left,right) values (5138,1);
insert into Rel-i-i-1000 (left,right) values (5139,1);
insert into Rel-i-i-1000 (left,right) values (5140,1);
insert into Rel-i-i-1000 (left,right) values (5141,1);
insert into Rel-i-i-1000 (left,right) values (5142,1);
insert into Rel-i-i-1000 (left,right) values (5143,1);
insert into Rel-i-i-1000 (left,right) values (5144,1);
insert into Rel-i-i-1000 (left,right) values (5145,1);
insert into Rel-i-i-1000 (left,right) values (5146,1);
insert into Rel-i-i-1000 (left,right) values (5147,1);
insert into Rel-i-i-1000 (left,right) values (5148,1);
insert into Rel-i-i-1000 (left,right) values (5149,1);
insert into Rel-i-i-1000 (left,right) values (5150,1);
insert into Rel-i-i-1000 (left,right) values (5151,1);
insert into Rel-i-i-1000 (left,right) values (5152,1);
insert into Rel-i-i-1000 (left,right) values (5153,1);
insert into Rel-i-i-1000 (left,right) values (5154,1);
